Class Title;Parent;Series;Class Description;Class Link;HLS URL;Categories
Flow with Mike 76 (Advanced);Flows;Advanced Flows;"<div class=""html_output""> <p>This  advanced level Flow has Mike pause a couple of times to give some additional cueing on some of the movements. The transitions that he is coaching are considered â€śchoreographed transitions,"" which are unique transitions that donâ€™t fit perfectly within our AF language and require additional coaching or cueing. They are typically used to bring a little more style or flare to a Flow. Mike demonstrates the Flow once to each side and then calls it out through 4 rounds so you can follow along.  Be sure to check out the Tutorials for any movements you don't know, and start out with your Wrist Mobilizations.  Take your time learning this one!</p> <p>Where to find the movements:</p> <p>Scorpion Switch â€“ L1 Tutorials Roll Through â€“ L2 Tutorials Scorpion Sweep â€“ L2 Tutorials High Hip Reaching Underswitch â€“ Advanced/Bonus Moves Forward Traveling Bear â€“ L2 Tutorials Underswitch â€“ L1 Tutorials Front Kickthrough â€“ L1 Tutorials Reaching Underswitch â€“ L2 Tutorials Forward Traveling Crab â€“ L1 Tutorials Jumping Underswitch â€“ L1 Tutorials Front Kickthrough â€“ L1 Tutorials Rotating Crab â€“ Advanced/Bonus Moves</p> <p>The Call Out for this Flow would be:</p> <p>Set Beast Left Leg Scorpion Switch Left Leg Roll Through to Right Leg Scorpion Sweep Left Leg High Hip Reaching Underswitch to Forward Traveling Bear (1 stride) Right Leg Underswitch Left Leg Underswitch to Loaded Beast Left Leg Front Kickthrough Pop back to Ape Right Leg Reaching Underswitch to Forward Traveling Crab (2 strides) Left Leg Jumping Underswitch to Right Leg Front Kickthrough Left Side Rotating Crab</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/11922_-_mike_flow_13_adv;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/a72f47e62c69437ea68be70549f3cbf6/hls.m3u8;Advanced Flows
Flow with Mike 77 (Intermediate);Flows;Intermediate Flows;"<div class=""html_output""> <p>This intermediate level Flow includes one of Mike's favorite transitions: the â€śleap to Rotating Ape.â€ť  Be sure to check out the Tutorials for the Rotating Ape if you aren't already familiar with it (and any other movements in this Flow that you don't know).  Mike Fitch demonstrates the Flow once to each side and then calls it out through 4 rounds so you can follow along.  As always, warm up with your Wrist Mobilizations before starting your AF practice.</p> <p>Where to find the movements: Reaching Underswitch â€“ L2 Tutorials Jumping Underswitch â€“ L1 Tutorials Side Kickthrough â€“ L1 Tutorials Spinning Underswitch â€“ Advanced/Bonus Moves Front Step Through â€“ L1 Tutorials Front Kickthrough â€“ L1 Tutorials Scorpion Switch â€“ L1 Tutorials Underswitch to Ape â€“ L2 Tutorials Rotating Ape â€“ Advanced/Bonus Moves</p> <p>The Call Out for this Flow would be: Set Ape Right Leg Reaching Underswitch Left Leg Jumping Underswitch to Right Leg Side Kickthrough Right Leg Jumping Underswitch into Left Leg Spinning Underswitch to Loaded Beast Right Leg Front Step Through Jump to Right Leg Front Kickthrough Pop Back to Left Leg Scorpion Switch Right Leg Jumping Underswitch Left Leg Underswitch to Ape Leap to Left Side Rotating Ape</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/32222_mike_flow_1_-_int_v3;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/ff661792836a44f8ab2aaa3d8e1d88b3/hls.m3u8;Intermediate Flows
Flow with Mike 78 (Intermediate);Flows;Intermediate Flows;"<div class=""html_output""> <p>This intermediate level Flow is super cool, and looks a bit trickier than it actually is. Plus, it starts and finishes in Ape which makes it great to loop.  With this Flow Mike introduces a new way of presenting the Flow of the Week, by performing it with slightly different tempo changes from one side to the other. This gives you additional examples of how you might bring some additional style into your execution of the Flow.   After demonstrating the Flow  to each side, Mike calls it out through 4 rounds so you can follow along.  Check out the Tutorials section for any moves you don't know, and be sure to start out with your Wrist Mobilizations.</p> <p>Where to find the movements</p> <p>Ape Reach â€“ L1 Tutorials Reaching Underswitch â€“ L2 Tutorials Underswitch to Ape â€“ L2 Tutorials Baboon â€“ Advanced/Bonus Moves Scorpion Sweep â€“ L2 Tutorials Rotating Ape â€“ Advanced/Bonus Moves</p> <p>The Call Out for this flow is:</p> <p>Set Ape Ape Reach Open Right Leg Reaching Underswitch Underswitch to Left Traveling Baboon Left Leg Scorpion Sweep to Right Side Rotating Ape</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/53122_flow_1_-_beginner;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/e0be969e475347549262b8394cb256aa/hls.m3u8;Intermediate Flows
Flow with Mike 79 (Intermediate);Flows;Intermediate Flows;"<div class=""html_output""> <p>This intermediate level Flow has some killer â€śenergy redirectsâ€ť in it, using a Bear and a Crocodile. Mike Fitch demonstrates the Flow to each side and then calls it out through four rounds so you can follow along.   Be sure to check the sample Call Out below, as well as where to find the tutorials for each movement. And as always, start out with your Wrist Mobilizations!</p> <p>Where to find the moves:</p> <p>Traveling Underswitch â€“ Advanced/Bonus Moves Jumping Underswitch â€“ L1 Tutorials Front Kickthrough â€“ L1 Tutorials Forward Traveling Bear â€“ L2 Tutorials Crocodile Crawl â€“ L2 Tutorials Full Scorpion â€“ L1 Tutorials Spinning Underswitch â€“ Advanced/Bonus Moves</p> <p>The Call Out for this is:</p> <p>Set Crab Left Leg Forward Traveling Underswitch Right Leg Reverse Traveling Underswitch Left Leg Jumping Underswitch to Right Leg Front Kickthrough Pop Back to Bear (stride) Pop to Right Leg Front Kickthrough Pop back to Crocodile Left Leg Underswitch Right Leg Full Scorpion Left Leg Jumping Underswitch into Right Leg Spinning Underswitch to Loaded Beast</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/53122_flow_4_-_v2;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/2a0f8e10576645eeb07bda39a2a2e91c/hls.m3u8;Intermediate Flows
Flow with Mike 80 (Beginner) Form Specific Stretch Flow;Flows;Beginner Flows;"<div class=""html_output""> <p>This ""Form Specific Stretch""  sequence is great for all levels.  This is the same sequence that Mike uses any time he wants to really focus on his AF mobility.  Our recommendation for using this as a workout is a little different than usual - in this case, we suggest setting a timer for 20-30 minutes and perform the Flow as many times as you can, taking breaks when needed.  In this video, Mike demonstrates the Flow one time, and then calls it out through one full round.   Be sure to check out the Tutorials for movements you don't know, and start out with your Wrist Mobilizations.</p> <p>Where to find the movements</p> <p>Loaded Beast â€“ Unload â€“ L1 Tutorials Wave Unload â€“ L1 Tutorials Ape Reach â€“ L1 Tutorials Crab Reach - L1 Tutorials Beast Reach â€“ L1 Tutorials Scorpion Reach â€“ L1 Tutorials</p> <p>The Call Out for this Flow would be:</p> <p>Loaded Beast-Unload Return to Loaded Beast Wave Unload Return to Loaded Beast Set Ape Ape Reach Open Return to Ape Reach Set Crab Left Arm Crab Reach Return to Crab Right Arm Crab Reach Return to Crab Set Loaded Beast Right Leg Beast Reach Return to Loaded Beast Left Leg Beast Reach Return to Loaded Beast Right Leg Scorpion Reach Return to Loaded Beast Left Leg Scorpion Reach Return to Loaded Beast Set Ape Ape Reach Open Return to Ape Reach Set Crab Left Arm Crab Reach Return to Crab Right Arm Crab Reach Return to Crab</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/53122_flow_6_-_flow_stretch_-_v1;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/6b82fcd2cd6b491e8e66f70a474e17ea/hls.m3u8;Beginner Flows
Flow with Mike 81 (Beginner);Flows;Beginner Flows;"<div class=""html_output""> <p>This beginner level Flow is perfect for small spaces. There is quite a bit of movement in this Flow, but itâ€™s all packed into a relatively small area. Plus, the Flow begins and ends in the same spot so itâ€™s super easy to loop!  Mike Fitch demonstrates the Flow once to each side and then calls it out through  4 rounds so you can follow along. Check out the Tutorials section for any movements you aren't familiar with, and make sure to start out with your Wrist Mobilizations.</p> <p>Where to find the movements</p> <p>Front Step â€“ L1 Tutorials Side Kickthrough â€“ L1 Tutorials Jumping Underswitch â€“ L1 Tutorials Crab Reach â€“ L1 Tutorials Front Step Through â€“ L1 Tutorials Beast Reach â€“ L1 Tutorials Scorpion Reach â€“ L1 Tutorials</p> <p>The Call Out for this Flow is:</p> <p>Set Ape Pop Back to Loaded Beast Left Leg Front Step Slide to Left Leg Side Kickthrough Left Leg Jumping Underswitch to Left Arm Crab Reach Return to Crab into Right Leg Front Step Through Pop Back to Loaded Beast Right Leg Beast Reach Right Leg Scorpion Reach Return to Loaded Beast Pop to Ape</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/53122_flow_5_-_beginner;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b2381750c99f4129ab7663dbf9e595de/hls.m3u8;Beginner Flows
Flow with Mike 82 (Intermediate Drill);Flows;Intermediate Flows;"<div class=""html_output""> <p>This intermediate level drill uses a Traveling Crab and a Jumping Underswitch Shift. While this IS a drill, it can still feel quite fluid once you start to really explore the sequence. Mike doesn't call this one out in the Video, as there are multiple ways this could be performed. However the flow sequence is written out below.  Be sure to check out the Tutorials as needed, and warm up with your Wrist Mobilizations.</p> <p>Where to find the movements</p> <p>Traveling Crab â€“ L1 Tutorials Jumping Underswitch Shift â€“ Advanced/Bonus Moves</p> <p>The Call Out for this would be:</p> <p>Set Crab Forward Traveling Crab (right foot leads), 3 strides Left Leg Jumping Underswitch Shift into Reverse Traveling Crab, 3 strides Right Leg Jumping Underswitch Shift</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/53122_drill_1_v1;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b7d8b1af96af446bba3d4037fad1445d/hls.m3u8;Intermediate Flows
Flow with Mike 83 (Advanced);Flows;Advanced Flows;"<div class=""html_output""> <p>This advanced level Flow is challenging and fun!  Mike Fitch demonstrates it once to each side, and then calls it out through 4 rounds so you can follow along.  As always, check out the Tutorials section for any movements you don't know. Start out with your Wrist Mobilizations.</p> <p>Where to find the movements</p> <p>Full Scorpion â€“ L1 Tutorials Crocodile Roll â€“ L2 Tutorials Roll Through â€“ L2 Tutorials Underswitch â€“ L1 Tutorials Scorpion Sweep â€“ L2 Tutorials Reverse Reaching Underswitch â€“ Advanced Bonus Moves Front Step â€“ L1 Tutorials</p> <p>The Call Out for this Flow is:</p> <p>Set Crab Left Leg Full Scorpion into Right Side Crocodile Roll into Left Leg Roll Through to Crab Right Leg Underswitch to Scorpion Sweep into Left Leg Reverse Reaching Underswitch Right Leg Scorpion Sweep into Right Side Crocodile Roll to Left Leg Front Step</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/flow_7_-_adv_1;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/d3a15734d0034c4e97224774e19f4da9/hls.m3u8;Advanced Flows
Flow with Mike 84 (Advanced);Flows;Advanced Flows;"<div class=""html_output""> <p>This advanced level Flow is one we know you'll love.  It includes a Pop Back to Lateral Traveling Ape, which is a transition that has been a â€śfan favoriteâ€ť recently. And of course, youâ€™ll find a bunch of other tricky transitions to keep you busy. Mike Fitch demonstrates the Flow once to each side and then calls it out through 4 rounds so you can follow along. Be sure to check out the sample Call Out below, as well as where to find the movements. As always, start out with your Wrist Mobilizations!</p> <p>Where to find the movements:</p> <p>Front Kickthrough â€“ L1 Tutorials Lateral Traveling Ape (version 1) â€“ L1 Tutorials Reverse Reaching Underswitch â€“ Advanced/Bonus Moves Scorpion Sweep â€“ L2 Tutorials Reaching Underswitch â€“ L2 Tutorials Forward Traveling Crab â€“ L1 Tutorials Jumping Underswitch â€“ L1 Tutorials Front Kickthrough â€“ L1 Tutorials Underswitch â€“ L1 Tutorials Pop Out â€“ L2 Tutorials Jumping Underswitch Shift â€“ Advanced/Bonus Moves</p> <p>The Call Out for this Flow would be:</p> <p>Set Ape Leap to Left Leg Front Kickthrough Pop Back to Right Lateral Traveling Ape (version 1) Left Leg Reverse Reaching Underswitch to Ape Left Lateral Traveling Ape (version 1) into Left Leg Scorpion Sweep into Right Leg Reaching Underswitch to Forward Traveling Crab (2 strides) Right Leg Jumping Underswitch into Left Leg Front Kickthrough Pop Back to Right Leg Underswitch to Right Side Pop Out to Crab Left Leg Jumping Underswitch Shift</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/flow_2_-_adv_v2;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/fe9a943b79df4a46934470112d8ea017/hls.m3u8;Advanced Flows
Flow with Mike 85 (Intermediate);Flows;Intermediate Flows;"<div class=""html_output""> <p>This intermediate Flow has both a Traveling Side Kickthrough and Traveling Jumping Underswitch, as well as a super unique â€śpop toâ€ť that adds a lot of flavor. Mike Fitch demonstrates the Flow once to each side and then calls it out through 4 rounds so you can follow along. Be sure to check out the sample Call Out below, as well as where to find the movements.  As always, start out with your Wrist Mobilizations!</p> <p>Where to find the movements:</p> <p>Underswitch â€“ L1 Tutorials Forward Traveling Bear â€“ L1 Tutorials Scorpion Reach â€“ L1 Tutorials Crocodile Roll â€“ L1 Tutorials Scorpion Sweep â€“ L2 Tutorials Roll Through â€“ L2 Tutorials Side Kickthrough â€“ L1 Tutorials Traveling Side Kickthrough â€“ Advanced/Bonus Moves Traveling Jumping Underswitch â€“ Advanced/Bonus Moves Crab Reach â€“ L1 Tutorials</p> <p>The Call Out for this Flow would be:</p> <p>Set Crab Left Leg Underswitch to Forward Traveling Bear (2 strides) Left Leg Underswitch Right Leg Underswitch to Scorpion Reach Pop to Right Leg Underswitch to Right Side Crocodile Roll into Pop Back to Left Leg Scorpion Sweep to Right Leg Roll Through to Side Kickthrough Jump to Left Leg Reverse Traveling Side Kickthrough Left Leg Reverse Jumping Underswitch to Left Arm Crab Reach Return to Crab into Right Leg Underswitch to Loaded Beast</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/53122_flow_3_-_v3;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/69c220612add4f7b9fb869a2c608e729/hls.m3u8;Intermediate Flows
Flow with Mike 86 (Advanced);Flows;Advanced Flows;"<div class=""html_output""> <p>This advanced Flow will definitely keep you busy trying to learn and practice it!. This Flow has it all:  advanced moves, tricky transitions and even a Call Out mistake (oops). Thatâ€™s right, when you hear Mike call Pop Out, what I meant to say was â€śLateral Pop Outâ€ť. (The written Call Out below is correct). Mike demonstrates it once to each side and then calls it out through 4 rounds so you can follow along.  Be sure to check out the Tutorials for movements you don't know, and start out with your Wrist Mobilizations.</p> <p>Where to find the movements</p> <p>Jumping Underswitch â€“ L1 Tutorials Roll Through â€“ L2 Tutorials Crocodile Roll â€“ L2 Tutorials Scorpion Sweep â€“ L2 Tutorials Reverse Reaching Underswitch â€“ Advanced/Bonus Moves Forward Traveling Crab â€“ L1 Tutorials Full Scorpion â€“ L1 Tutorials Crocodile Roll â€“ L2 Tutorials Lateral Pop Out â€“ Advanced/Bonus Moves Reaching Underswitch â€“ L2 Tutorials Underswitch to Ape â€“ L2 Tutorials Beast Reach â€“ L1 Tutorials Underswitch Tap â€“ L1 Tutorials</p> <p>The Call Out for this would be:</p> <p>Set Crab Right Leg Jumping Underswitch to Ape Left Leg Roll Through to Left Side Crocodile Roll to Left Leg Scorpion Sweep to Right Leg Reverse Reaching Underswitch to Forward Traveling Crab (2 strides) Left Leg Full Scorpion into Right Side Crocodile Roll to Lateral Pop Out Left Leg Reaching Underswitch Right Leg Underswitch to Ape Reach Set Loaded Beast Left Leg Beast Reach Return to Loaded Beast Slide to Right Leg Underswitch Tap to Deep Ape</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/11922_-_mike_flow_14_adv_-_v2;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/8f5f2562901d4e058f33ab648c73c95e/hls.m3u8;Advanced Flows
