"tmdb","trakt","watched_at","season","episode","episode_title","show_title"
"1078263","1888963","2020-04-11T13:42:37.000Z","6","4","Bill Maher: The Comedy Team of Smug and Arrogant","Comedians in Cars Getting Coffee"
"1159104","2135295","2020-04-10T23:11:26.000Z","7","5","Sebastian Maniscalco: I Don't Think That's Bestiality","Comedians in Cars Getting Coffee"
"1014690","1001611","2020-04-10T13:15:43.000Z","4","3","Robert Klein: Opera Pimp","Comedians in Cars Getting Coffee"
"1516802","3072268","2020-04-09T20:16:40.000Z","10","3","Ellen DeGeneres: You Said It Wasn’t Funny","Comedians in Cars Getting Coffee"
"1079543","1888964","2020-04-08T18:23:40.000Z","6","5","Trevor Noah: That's the Whole Point of Apartheid, Jerry","Comedians in Cars Getting Coffee"
"2158381","3944349","2020-04-08T14:00:36.000Z","2","7","Eric","Manhunt"
"1021935","1001629","2020-04-06T05:40:23.000Z","5","5","Fred Armisen: I Wasn't Told About This... With Special Feature: I'm Dying, Jerry","Comedians in Cars Getting Coffee"
"1021931","1001622","2020-04-05T12:23:44.000Z","5","1","Kevin Hart: You Look Amazing in the Wind","Comedians in Cars Getting Coffee"
"1014691","1001620","2020-04-05T11:56:11.000Z","4","4","Aziz Ansari: It's Like Pushing a Building Off a Cliff","Comedians in Cars Getting Coffee"
"2158380","3944348","2020-04-05T05:21:45.000Z","2","6","Army of God","Manhunt"
"2158379","3944347","2020-04-03T05:47:17.000Z","2","5","Land of the Noonday Sun","Manhunt"
"2158378","3944346","2020-04-02T20:59:31.000Z","2","4","Run Rudolph Run","Manhunt"
"2158377","3944344","2020-04-02T12:46:22.000Z","2","3","Bombingham","Manhunt"
"1149915","1950685","2020-04-01T13:47:10.000Z","7","1","President Barack Obama: Just Tell Him You're the President","Comedians in Cars Getting Coffee"
"2158376","3944343","2020-04-01T07:13:59.000Z","2","2","Unabubba","Manhunt"
"2063454","3944342","2020-03-31T21:46:48.000Z","2","1","Centbom","Manhunt"
"1856947","3625922","2020-03-31T02:56:03.000Z","11","5","Matthew Broderick: These People That Do This Stuff. They Stink.","Comedians in Cars Getting Coffee"
"1856946","3625921","2020-03-30T13:54:26.000Z","11","4","Ricky Gervais: China Maybe? Part 2","Comedians in Cars Getting Coffee"
"1856945","3625920","2020-03-30T13:35:46.000Z","11","3","Ricky Gervais: China Maybe? Part 1","Comedians in Cars Getting Coffee"
"1856948","3625923","2020-03-29T19:18:51.000Z","11","6","Jamie Foxx: You Got To Get The Alligator Sweat","Comedians in Cars Getting Coffee"
"1251609","2442684","2020-03-28T21:01:47.000Z","9","1","Kristen Wiig: The Volvo-ness","Comedians in Cars Getting Coffee"
"1079544","1888965","2020-03-28T20:41:18.000Z","6","6","Stephen Colbert: Cut Up And Bloody But Looking Good","Comedians in Cars Getting Coffee"
"1021933","1001626","2020-03-28T18:31:25.000Z","5","3","Bill Burr: Smoking Past the Band","Comedians in Cars Getting Coffee"
"2180331","4009121","2020-03-27T21:31:46.000Z","4","18","Strangers: Part Two","This Is Us"
"1154678","2106628","2020-03-25T16:20:42.000Z","7","2","Steve Martin: If You See This on a Toilet Seat, Don't Sit Down","Comedians in Cars Getting Coffee"
"1856943","3583563","2020-03-23T21:31:09.000Z","11","1","Eddie Murphy: I Just Wanted To Kill","Comedians in Cars Getting Coffee"
"1033380","1408944","2020-03-22T22:04:50.000Z","5","8","Jimmy Fallon: The Unsinkable Legend: Part 2","Comedians in Cars Getting Coffee"
"1033379","1408943","2020-03-22T21:45:57.000Z","5","7","Jimmy Fallon: The Unsinkable Legend: Part 1","Comedians in Cars Getting Coffee"
"63201","73784","2020-03-21T15:12:20.000Z","6","12","The Label Maker","Seinfeld"
"1014612","1001591","2020-03-21T06:05:07.000Z","3","1","Louis C.K.: Comedy, Sex and The Blue Numbers","Comedians in Cars Getting Coffee"
"1014615","1001603","2020-03-20T22:21:05.000Z","3","4","Todd Barry: So You're Mellow and Tense?","Comedians in Cars Getting Coffee"
"1014613","1001592","2020-03-20T22:03:53.000Z","3","2","Patton Oswalt: How Would You Kill Superman?","Comedians in Cars Getting Coffee"
"995767","958862","2020-03-20T21:55:57.000Z","1","5","Joel Hodgson: A Taste of Hell From on High","Comedians in Cars Getting Coffee"
"995713","958858","2020-03-20T11:00:00.000Z","1","1","Larry David: Larry Eats a Pancake","Comedians in Cars Getting Coffee"
"1014437","1001585","2020-03-19T20:59:48.000Z","2","4","Don Rickles: You'll Never Play the Copa","Comedians in Cars Getting Coffee"
"1014436","1001583","2020-03-19T20:46:04.000Z","2","3","Gad Elmaleh: No Lipsticks for Nuns","Comedians in Cars Getting Coffee"
"1014435","1001581","2020-03-19T15:23:53.000Z","2","2","David Letterman: I Like Kettlecorn","Comedians in Cars Getting Coffee"
"995771","958866","2020-03-19T14:32:11.000Z","1","9","Carl Reiner & Mel Brooks: I Want Sandwiches, I Want Chicken","Comedians in Cars Getting Coffee"
"2180330","4009120","2020-03-18T23:39:22.000Z","4","17","After the Fire","This Is Us"
"995770","958865","2020-03-18T10:27:38.000Z","1","8","Colin Quinn & Mario Joyner: I Hear Downton Abbey is Pretty Good…","Comedians in Cars Getting Coffee"
"995769","958864","2020-03-18T10:14:45.000Z","1","7","Barry Marder: You Don't Want to Offend a Cannibal","Comedians in Cars Getting Coffee"
"995765","958860","2020-03-17T20:37:00.000Z","1","3","Brian Regan: A Monkey and a Lava Lamp","Comedians in Cars Getting Coffee"
"1014614","1001594","2020-03-17T19:12:04.000Z","3","3","Jay Leno: Comedy is a Concealed Weapon","Comedians in Cars Getting Coffee"
"995768","958863","2020-03-17T18:49:09.000Z","1","6","Bob Einstein: Unusable on the Internet","Comedians in Cars Getting Coffee"
"995764","958859","2020-03-17T18:23:52.000Z","1","2","Ricky Gervais: Mad Man in a Death Machine","Comedians in Cars Getting Coffee"
"995772","958867","2020-03-17T18:10:54.000Z","1","10","Michael Richards: It's Bubbly Time, Jerry","Comedians in Cars Getting Coffee"
"995766","958861","2020-03-17T17:47:21.000Z","1","4","Alec Baldwin: Just a Lazy Shiftless Bastard","Comedians in Cars Getting Coffee"
"1014618","1001608","2020-03-17T13:23:10.000Z","3","7","Howard Stern: The Last Days of Howard Stern","Comedians in Cars Getting Coffee"
"1014617","1001606","2020-03-17T13:09:38.000Z","3","6","Jason Alexander: The Over-Cheer","Comedians in Cars Getting Coffee"
"1014616","1001604","2020-03-17T11:19:55.000Z","3","5","Tina Fey: Feces Are My Purview","Comedians in Cars Getting Coffee"
"63174","73757","2020-03-16T18:25:12.000Z","5","7","The Non-Fat Yogurt","Seinfeld"
"63169","73752","2020-03-15T21:18:23.000Z","5","2","The Puffy Shirt","Seinfeld"
"63152","73735","2020-03-15T16:59:36.000Z","4","9","The Opera","Seinfeld"
"1014438","1001586","2020-03-15T16:06:06.000Z","2","5","Seth Meyers: Really?!","Comedians in Cars Getting Coffee"
"1014410","1001580","2020-03-15T15:20:35.000Z","2","1","Sarah Silverman: I’m Going To Change Your Life Forever","Comedians in Cars Getting Coffee"
"1014439","1001588","2020-03-15T08:20:46.000Z","2","6","Chris Rock: Kids Need Bullying","Comedians in Cars Getting Coffee"
"63151","73734","2020-03-14T20:34:15.000Z","4","8","The Cheever Letters","Seinfeld"
"63154","73737","2020-03-14T14:50:46.000Z","4","11","The Contest","Seinfeld"
"63162","73745","2020-03-14T13:26:11.000Z","4","19","The Implant","Seinfeld"
"63209","73794","2020-03-13T12:20:49.000Z","6","22","The Diplomat's Club","Seinfeld"
"63204","73789","2020-03-13T11:53:55.000Z","6","17","The Kiss Hello","Seinfeld"
"63259","73841","2020-03-13T11:31:08.000Z","8","21","The Muffin Tops","Seinfeld"
"63251","73833","2020-03-12T21:02:06.000Z","8","13","The Comeback","Seinfeld"
"63233","73816","2020-03-12T14:27:06.000Z","7","20","The Calzone","Seinfeld"
"2177358","4009119","2020-03-12T13:34:37.000Z","4","16","New York, New York, New York","This Is Us"
"63231","73814","2020-03-11T20:20:40.000Z","7","18","The Friars Club","Seinfeld"
"63230","73813","2020-03-11T17:35:00.000Z","7","17","The Doll","Seinfeld"
"63226","73809","2020-03-11T09:39:15.000Z","7","13","The Seven","Seinfeld"
"63143","73726","2020-03-10T15:10:57.000Z","3","23","The Keys","Seinfeld"
"63136","73719","2020-03-08T17:13:19.000Z","3","16","The Fix-Up","Seinfeld"
"63132","73715","2020-03-08T14:31:03.000Z","3","12","The Red Dot","Seinfeld"
"63126","73709","2020-03-08T11:18:34.000Z","3","6","The Parking Garage","Seinfeld"
"63104","73687","2020-03-07T14:28:54.000Z","1","1","The Seinfeld Chronicles","Seinfeld"
"63111","73694","2020-03-07T14:04:49.000Z","2","3","The Jacket","Seinfeld"
"63228","73811","2020-03-05T20:54:39.000Z","7","15","The Cadillac (2)","Seinfeld"
"63227","73810","2020-03-05T16:42:57.000Z","7","14","The Cadillac (1)","Seinfeld"
"63153","73736","2020-02-28T16:33:53.000Z","4","10","The Virgin","Seinfeld"
"2162935","3958408","2020-02-28T15:39:39.000Z","4","15","Clouds","This Is Us"
"63268","73850","2020-02-23T06:50:20.000Z","9","8","The Betrayal","Seinfeld"
"63159","73742","2020-02-22T19:39:38.000Z","4","16","The Shoes","Seinfeld"
"2162934","3958406","2020-02-21T21:20:31.000Z","4","14","The Cabin","This Is Us"
"63141","73724","2020-02-20T16:52:55.000Z","3","21","The Letter","Seinfeld"
"2064601","3900055","2020-02-15T20:47:16.000Z","4","13","A Hell of a Week (3)","This Is Us"
"2071673","3935980","2020-02-12T11:36:51.000Z","0","1","Survivor At 40: Greatest Moments and Players","Survivor"
"63267","73849","2020-02-07T16:00:16.000Z","9","7","The Slicer","Seinfeld"
"63145","73728","2020-02-06T10:07:11.000Z","4","2","The Trip (2)","Seinfeld"
"63144","73727","2020-02-06T08:26:22.000Z","4","1","The Trip (1)","Seinfeld"
"63277","73859","2020-01-31T20:58:52.000Z","9","17","The Bookstore","Seinfeld"
"2064063","3900054","2020-01-31T15:50:48.000Z","4","12","A Hell of a Week (2)","This Is Us"
"63205","73790","2020-01-28T10:57:32.000Z","6","18","The Doorman","Seinfeld"
"63200","73783","2020-01-28T10:32:02.000Z","6","11","The Switch","Seinfeld"
"63190","73773","2020-01-28T08:22:53.000Z","6","1","The Chaperone","Seinfeld"
"63255","73837","2020-01-27T20:22:42.000Z","8","17","The English Patient","Seinfeld"
"63245","73827","2020-01-27T14:13:58.000Z","8","7","The Checks","Seinfeld"
"63243","73825","2020-01-27T09:37:35.000Z","8","5","The Package","Seinfeld"
"2048504","3926516","2020-01-26T19:00:00.000Z","1","6","Episode 6","The Lake"
"63222","73805","2020-01-25T15:54:41.000Z","7","9","The Sponge","Seinfeld"
"2049800","3900053","2020-01-24T21:54:38.000Z","4","11","A Hell of a Week (1)","This Is Us"
"2003720","3856069","2020-01-24T18:30:46.000Z","4","10","Light and Shadows","This Is Us"
"2048503","3926514","2020-01-24T16:16:20.000Z","1","5","Episode 5","The Lake"
"2048502","3926513","2020-01-13T21:33:34.000Z","1","4","Episode 4","The Lake"
"2048501","3926512","2020-01-12T16:26:30.000Z","1","3","Episode 3","The Lake"
"2048500","3926511","2020-01-12T15:24:48.000Z","1","2","Episode 2","The Lake"
"2047772","3926510","2020-01-12T11:03:30.000Z","1","1","Episode 1","The Lake"
"1597920","3173305","2019-12-30T08:13:37.000Z","2","10","Trust No One","Making a Murderer"
"1597919","3173302","2019-12-29T22:17:33.000Z","2","9","Friday Nite","Making a Murderer"
"1597918","3173301","2019-12-29T20:30:00.000Z","2","8","Special Care","Making a Murderer"
"1597917","3173300","2019-12-29T17:06:46.000Z","2","7","Item FL","Making a Murderer"
"1597916","3173299","2019-12-29T07:51:21.000Z","2","6","Everything Takes Time","Making a Murderer"
"1597915","3173298","2019-12-28T18:56:40.000Z","2","5","What + Why = Who","Making a Murderer"
"1597914","3173297","2019-12-28T14:42:29.000Z","2","4","Welcome to Wisconsin","Making a Murderer"
"1597913","3173296","2019-12-28T06:09:19.000Z","2","3","A Legal Miracle","Making a Murderer"
"1597912","3173295","2019-12-27T20:19:38.000Z","2","2","Words and Words Only","Making a Murderer"
"1221338","1781570","2019-12-27T15:13:01.000Z","5","2","Karma Farmer","Shaun the Sheep"
"1221342","1781574","2019-12-27T15:10:39.000Z","5","6","Babysitter Bitzer","Shaun the Sheep"
"1221339","1781571","2019-12-27T14:55:50.000Z","5","3","Spoilsport","Shaun the Sheep"
"1594537","3171900","2019-12-27T06:43:53.000Z","2","1","Number 18","Making a Murderer"
"1137065","2055753","2019-12-26T08:38:53.000Z","1","10","Fighting for their Lives","Making a Murderer"
"1137064","2055752","2019-12-25T09:42:26.000Z","1","9","Lack of Humility","Making a Murderer"
"1137063","2055751","2019-12-25T00:23:44.000Z","1","8","The Great Burden","Making a Murderer"
"1137062","2055750","2019-12-24T21:45:49.000Z","1","7","Framing Defense","Making a Murderer"
"1137061","2055749","2019-12-24T20:03:44.000Z","1","6","Testing the Evidence","Making a Murderer"
"1137060","2055748","2019-12-24T16:10:54.000Z","1","5","The Last Person to See Teresa Alive","Making a Murderer"
"1137059","2055747","2019-12-24T08:59:49.000Z","1","4","Indefensible","Making a Murderer"
"1137058","2055746","2019-12-23T22:06:49.000Z","1","3","Plight of the Accused","Making a Murderer"
"1137057","2055745","2019-12-23T20:03:07.000Z","1","2","Turning the Tables","Making a Murderer"
"578759","587245","2019-12-23T18:27:55.000Z","2","5","Timmy Learns To Fly","Timmy Time"
"578757","587244","2019-12-23T18:17:40.000Z","2","4","Sweet Dreams Timmy","Timmy Time"
"578758","587243","2019-12-23T18:07:34.000Z","2","3","Timmy Gets Spooked","Timmy Time"
"578756","587242","2019-12-23T17:57:18.000Z","2","2","Sticky Timmy","Timmy Time"
"1137056","2055744","2019-12-22T20:00:00.000Z","1","1","Eighteen Years Lost","Making a Murderer"
"1242044","1781588","2019-12-22T14:55:34.000Z","5","20","Sheep Farmer","Shaun the Sheep"
"1242043","1781587","2019-12-22T14:46:12.000Z","5","19","Cone of Shame","Shaun the Sheep"
"2010248","3781930","2019-12-22T07:48:03.000Z","1","10","The Interview","The Morning Show"
"1239674","1781584","2019-12-22T06:41:41.000Z","5","16","Happy Farmers' Day","Shaun the Sheep"
"1242042","1781586","2019-12-22T06:34:02.000Z","5","18","Return To Sender","Shaun the Sheep"
"1242041","1781585","2019-12-22T06:26:35.000Z","5","17","Checklist","Shaun the Sheep"
"2005308","3821584","2019-12-20T22:56:19.000Z","1","3","Closing the Net","Don't F**k with Cats: Hunting an Internet Killer"
"2005307","3821583","2019-12-20T16:33:30.000Z","1","2","Killing for Clicks","Don't F**k with Cats: Hunting an Internet Killer"
"2005306","3821581","2019-12-20T15:28:05.000Z","1","1","Cat and Mouse","Don't F**k with Cats: Hunting an Internet Killer"
"2022103","3811268","2019-12-20T07:02:32.000Z","39","14","Island of the Idols Reunion","Survivor"
"2014810","3811267","2019-12-20T06:35:08.000Z","39","13","Mama, Look at Me Now","Survivor"
"1242040","1781583","2019-12-19T16:19:29.000Z","5","15","Keeping the Peace","Shaun the Sheep"
"2011463","3811266","2019-12-19T14:09:54.000Z","39","12","Just Go For It","Survivor"
"2010245","3781929","2019-12-17T08:15:00.000Z","1","9","Play the Queen","The Morning Show"
"1966329","3774522","2019-12-15T20:35:06.000Z","11","7","Baubles + Soles, Dog Threads. Peanut Butter Pump, The Yard Milkshake Bar","Shark Tank"
"1242037","1781581","2019-12-14T18:01:19.000Z","5","13","Wanted","Shaun the Sheep"
"1242039","1781582","2019-12-14T17:54:11.000Z","5","14","Rude Dude","Shaun the Sheep"
"1242036","1781580","2019-12-14T17:47:05.000Z","5","12","A Prickly Problem","Shaun the Sheep"
"600285","608546","2019-12-09T21:21:37.000Z","1","11","Solace","Parenthood"
"578755","587241","2019-12-08T18:07:12.000Z","2","1","Timmy Learns Magic","Timmy Time"
"2007696","3781927","2019-12-07T15:52:14.000Z","1","8","Lonely at the Top","The Morning Show"
"578736","587227","2019-12-07T08:53:59.000Z","1","13","Timmy On Wheels","Timmy Time"
"1221339","1781571","2019-12-06T17:11:32.000Z","5","3","Spoilsport","Shaun the Sheep"
"1108134","283724","2019-12-06T17:02:47.000Z","1","1","Off the Baa!","Shaun the Sheep"
"600284","608545","2019-12-06T13:19:12.000Z","1","10","Namaste No More","Parenthood"
"600283","608544","2019-12-06T07:58:49.000Z","1","9","Perchance to Dream","Parenthood"
"1997625","3811265","2019-12-05T20:52:54.000Z","39","11","A Very Simple Plan","Survivor"
"578735","587226","2019-12-04T15:41:49.000Z","1","12","Timmy Tries To Hide","Timmy Time"
"578734","587225","2019-12-04T15:35:14.000Z","1","11","Timmy's Picnic","Timmy Time"
"600282","608543","2019-12-04T11:43:04.000Z","1","8","Rubber Band Ball","Parenthood"
"600281","608542","2019-12-03T11:01:31.000Z","1","7","What's Goin' On Down There?","Parenthood"
"600280","608541","2019-12-03T09:02:35.000Z","1","6","The Big O","Parenthood"
"600279","608540","2019-12-03T08:03:58.000Z","1","5","The Situation","Parenthood"
"600278","608539","2019-12-02T20:58:57.000Z","1","4","Whassup","Parenthood"
"1100510","1404177","2019-12-02T17:14:57.000Z","4","18","Remote Control","Shaun the Sheep"
"1100510","1404177","2019-12-02T17:07:33.000Z","4","18","Remote Control","Shaun the Sheep"
"578747","587224","2019-12-02T15:51:36.000Z","1","10","Timmy Plays Ball","Timmy Time"
"578746","587223","2019-12-02T15:35:40.000Z","1","9","Timmy Wants The Blues","Timmy Time"
"600277","608538","2019-12-01T20:24:38.000Z","1","3","The Deep End of the Pool","Parenthood"
"578733","587222","2019-12-01T15:07:50.000Z","1","8","Timmy Wants The Beret","Timmy Time"
"578732","587221","2019-12-01T14:57:09.000Z","1","7","Timmy Steals The Show","Timmy Time"
"578731","587220","2019-12-01T14:48:21.000Z","1","6","Timmy Says Sorry","Timmy Time"
"600276","608537","2019-12-01T12:31:49.000Z","1","2","Man Versus Possum","Parenthood"
"1221339","1781571","2019-12-01T08:16:56.000Z","5","3","Spoilsport","Shaun the Sheep"
"578730","587219","2019-12-01T08:01:08.000Z","1","5","Timmy Can't Dance","Timmy Time"
"578745","587218","2019-12-01T06:59:13.000Z","1","4","Timmy The Artist","Timmy Time"
"600275","608536","2019-11-30T18:50:51.000Z","1","1","Pilot","Parenthood"
"578729","587217","2019-11-30T15:13:38.000Z","1","3","Timmy Wants To Win","Timmy Time"
"578728","587216","2019-11-30T15:01:30.000Z","1","2","Timmy's Hiccup Cure","Timmy Time"
"578727","587215","2019-11-30T13:25:43.000Z","1","1","Timmy's Jigsaw","Timmy Time"
"1221339","1781571","2019-11-30T11:13:41.000Z","5","3","Spoilsport","Shaun the Sheep"
"1998031","3781926","2019-11-30T10:28:08.000Z","1","7","Open Waters","The Morning Show"
"1242032","1781577","2019-11-30T08:10:31.000Z","5","9","Timmy and the Dragon","Shaun the Sheep"
"1221339","1781571","2019-11-30T07:45:59.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221339","1781571","2019-11-30T07:36:33.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221339","1781571","2019-11-29T18:23:16.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221339","1781571","2019-11-29T18:16:18.000Z","5","3","Spoilsport","Shaun the Sheep"
"1988404","3811264","2019-11-28T20:47:19.000Z","39","10","Bring on the Bacon","Survivor"
"1221339","1781571","2019-11-28T17:16:54.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221339","1781571","2019-11-28T17:09:35.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221339","1781571","2019-11-28T17:01:20.000Z","5","3","Spoilsport","Shaun the Sheep"
"1100509","1404176","2019-11-28T16:54:23.000Z","4","17","Bad Boy","Shaun the Sheep"
"1984162","3781925","2019-11-27T21:13:02.000Z","1","6","The Pendulum Swings","The Morning Show"
"1978448","3781924","2019-11-27T17:06:20.000Z","1","5","No One's Gonna Harm You, Not While I'm Around","The Morning Show"
"1972592","3781923","2019-11-26T20:32:17.000Z","1","4","That Woman","The Morning Show"
"1242031","1781576","2019-11-26T18:22:42.000Z","5","8","Dangerous Deliveries","Shaun the Sheep"
"1221339","1781571","2019-11-26T18:15:38.000Z","5","3","Spoilsport","Shaun the Sheep"
"1967586","3781922","2019-11-26T08:15:25.000Z","1","3","Chaos Is the New Cocaine","The Morning Show"
"1967584","3781921","2019-11-25T19:57:35.000Z","1","2","A Seat at the Table","The Morning Show"
"1242033","1781578","2019-11-25T18:34:15.000Z","5","10","Bitzer's New Whistle","Shaun the Sheep"
"1221339","1781571","2019-11-25T18:01:46.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221343","1781575","2019-11-25T17:39:58.000Z","5","7","Dodgy Lodger","Shaun the Sheep"
"1221342","1781574","2019-11-24T18:07:03.000Z","5","6","Babysitter Bitzer","Shaun the Sheep"
"1221341","1781573","2019-11-24T17:59:25.000Z","5","5","The Farmer's Nephew","Shaun the Sheep"
"1221339","1781571","2019-11-24T17:52:20.000Z","5","3","Spoilsport","Shaun the Sheep"
"1886106","3679915","2019-11-24T13:25:14.000Z","1","1","In the Dark Night of the Soul It's Always 3:30 in the Morning","The Morning Show"
"1221340","1781572","2019-11-24T06:56:18.000Z","5","4","Baa-d Hair Day","Shaun the Sheep"
"1221339","1781571","2019-11-23T18:40:54.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221339","1781571","2019-11-23T18:03:32.000Z","5","3","Spoilsport","Shaun the Sheep"
"1221338","1781570","2019-11-23T17:55:46.000Z","5","2","Karma Farmer","Shaun the Sheep"
"1221337","1781569","2019-11-23T17:28:45.000Z","5","1","Out of Order","Shaun the Sheep"
"1019694","1001670","2019-11-23T13:59:10.000Z","1","2","Mijo","Better Call Saul"
"1100508","1404174","2019-11-22T18:33:27.000Z","4","16","The Pelican","Shaun the Sheep"
"1100507","1404173","2019-11-22T18:25:30.000Z","4","15","Wildlife Watch","Shaun the Sheep"
"1100506","1404170","2019-11-22T18:08:44.000Z","4","14","Missing Piece","Shaun the Sheep"
"1100505","1404169","2019-11-22T18:01:18.000Z","4","13","The Dog Show","Shaun the Sheep"
"273789","283823","2019-11-22T17:51:20.000Z","3","20","Bull vs Wool","Shaun the Sheep"
"273804","283822","2019-11-22T17:44:09.000Z","3","19","The Shadow Play","Shaun the Sheep"
"1019693","1001669","2019-11-21T20:30:00.000Z","1","1","Uno","Better Call Saul"
"1980409","3799002","2019-11-21T17:43:43.000Z","4","9","So Long, Marianne","This Is Us"
"1981283","3786234","2019-11-21T11:48:18.000Z","39","9","Two for the Price of One","Survivor"
"62161","73543","2019-11-21T10:08:17.000Z","5","16","Felina","Breaking Bad"
"62160","73542","2019-11-21T08:39:53.000Z","5","15","Granite State","Breaking Bad"
"62162","73541","2019-11-20T21:34:22.000Z","5","14","Ozymandias","Breaking Bad"
"62157","73540","2019-11-20T20:45:23.000Z","5","13","To'hajiilee","Breaking Bad"
"273803","283821","2019-11-20T16:04:52.000Z","3","18","The Hang Glider","Shaun the Sheep"
"62158","73539","2019-11-20T15:57:35.000Z","5","12","Rabid Dog","Breaking Bad"
"62159","73538","2019-11-20T07:07:26.000Z","5","11","Confessions","Breaking Bad"
"62156","73537","2019-11-19T21:26:03.000Z","5","10","Buried","Breaking Bad"
"62155","73536","2019-11-18T21:24:17.000Z","5","9","Blood Money","Breaking Bad"
"62154","73535","2019-11-18T19:45:13.000Z","5","8","Gliding Over All","Breaking Bad"
"273802","283820","2019-11-17T17:04:28.000Z","3","17","Prickly Heat","Shaun the Sheep"
"273800","283819","2019-11-17T16:57:18.000Z","3","16","The Snapshot","Shaun the Sheep"
"273722","283803","2019-11-17T16:49:55.000Z","2","40","We Wish Ewe A Merry Christmas","Shaun the Sheep"
"62153","73534","2019-11-17T14:30:12.000Z","5","7","Say My Name","Breaking Bad"
"62152","73533","2019-11-17T13:00:00.000Z","5","6","Buyout","Breaking Bad"
"62151","73532","2019-11-16T16:16:33.000Z","5","5","Dead Freight","Breaking Bad"
"62150","73531","2019-11-16T13:42:59.000Z","5","4","Fifty-One","Breaking Bad"
"273720","283802","2019-11-16T12:04:14.000Z","2","39","Snowed In","Shaun the Sheep"
"273719","283801","2019-11-16T11:57:06.000Z","2","38","Fireside Favourite","Shaun the Sheep"
"1977906","3758069","2019-11-16T06:30:00.000Z","39","8","We Made It to the Merge!","Survivor"
"1100504","1404167","2019-11-15T18:12:48.000Z","4","12","Men at Work","Shaun the Sheep"
"1971067","3786165","2019-11-13T13:06:43.000Z","4","8","Sorry","This Is Us"
"62149","73530","2019-11-13T09:38:11.000Z","5","3","Hazard Pay","Breaking Bad"
"62148","73529","2019-11-12T12:51:53.000Z","5","2","Madrigal","Breaking Bad"
"62147","73528","2019-11-11T22:07:25.000Z","5","1","Live Free or Die","Breaking Bad"
"62130","73527","2019-11-10T21:35:34.000Z","4","13","Face Off","Breaking Bad"
"62128","73526","2019-11-10T17:03:35.000Z","4","12","End Times","Breaking Bad"
"62129","73525","2019-11-10T06:41:51.000Z","4","11","Crawl Space","Breaking Bad"
"62126","73524","2019-11-09T20:16:50.000Z","4","10","Salud","Breaking Bad"
"62125","73523","2019-11-09T19:06:22.000Z","4","9","Bug","Breaking Bad"
"62127","73522","2019-11-09T16:08:05.000Z","4","8","Hermanos","Breaking Bad"
"62121","73521","2019-11-09T13:09:07.000Z","4","7","Problem Dog","Breaking Bad"
"62124","73520","2019-11-08T19:38:19.000Z","4","6","Cornered","Breaking Bad"
"62123","73519","2019-11-08T15:11:14.000Z","4","5","Shotgun","Breaking Bad"
"62122","73518","2019-11-08T08:24:40.000Z","4","4","Bullet Points","Breaking Bad"
"1976494","3758070","2019-11-08T06:40:13.000Z","39","7","I Was Born at Night, But Not Last Night","Survivor"
"62120","73517","2019-11-07T04:53:49.000Z","4","3","Open House","Breaking Bad"
"62119","73516","2019-11-06T14:00:16.000Z","4","2","Thirty-Eight Snub","Breaking Bad"
"1961290","3765807","2019-11-06T09:28:58.000Z","4","7","The Dinner and the Date","This Is Us"
"62118","73515","2019-11-05T20:38:13.000Z","4","1","Box Cutter","Breaking Bad"
"1954137","3758068","2019-11-05T14:14:41.000Z","39","6","Suck It Up Buttercup","Survivor"
"273718","283800","2019-11-04T18:26:47.000Z","2","37","An Ill Wind","Shaun the Sheep"
"273716","283799","2019-11-04T18:20:07.000Z","2","36","Shaun Goes Potty","Shaun the Sheep"
"273713","283798","2019-11-04T18:12:59.000Z","2","35","Foxy Laddie","Shaun the Sheep"
"62117","73514","2019-11-03T20:42:47.000Z","3","13","Full Measure","Breaking Bad"
"62116","73513","2019-11-03T09:54:24.000Z","3","12","Half Measures","Breaking Bad"
"273799","283818","2019-11-03T06:29:37.000Z","3","15","The Piano","Shaun the Sheep"
"273798","283817","2019-11-03T06:22:31.000Z","3","14","The Skateboard","Shaun the Sheep"
"273797","283816","2019-11-03T06:15:46.000Z","3","13","Fossils","Shaun the Sheep"
"273795","283814","2019-11-03T06:07:37.000Z","3","11","The Rounders Match","Shaun the Sheep"
"62115","73512","2019-11-02T20:11:47.000Z","3","11","Abiquiu","Breaking Bad"
"62114","73511","2019-11-02T06:01:19.000Z","3","10","Fly","Breaking Bad"
"1953835","3765806","2019-10-31T21:52:11.000Z","4","6","The Club","This Is Us"
"1952396","3774520","2019-10-31T19:17:14.000Z","11","5","Tailgate N Go, Nerdit Now, GolfKicks, MyoStorm","Shark Tank"
"62113","73510","2019-10-31T15:55:08.000Z","3","9","Kafkaesque","Breaking Bad"
"62112","73509","2019-10-31T14:19:24.000Z","3","8","I See You","Breaking Bad"
"62111","73508","2019-10-31T11:32:43.000Z","3","7","One Minute","Breaking Bad"
"62110","73507","2019-10-31T07:41:59.000Z","3","6","Sunset","Breaking Bad"
"62109","73506","2019-10-31T05:49:58.000Z","3","5","Más","Breaking Bad"
